trial,mass,velocity
B,-1379.442857,-525.8380952
A,-1379.885714,-526.0095238
A,-1380.328571,-526.1809524
B,-1380.771429,-526.352381
B,-1381.214286,-526.5238095
A,-1381.657143,-526.6952381
B,-1382.1,-526.8666667
A,-1382.542857,-527.0380952
A,-1382.985714,-527.2095238
A,-1383.428571,-527.3809524
B,-1383.871429,-527.552381
B,-1384.314286,-527.7238095
A,-1384.757143,-527.8952381
B,-1385.2,-528.0666667
A,-1385.642857,-528.2380952
A,-1386.085714,-528.4095238
B,-1386.528571,-528.5809524
B,-1386.971429,-528.752381
A,-1387.414286,-528.9238095
B,-1387.857143,-529.0952381
A,-1388.3,-529.2666667
A,-1388.742857,-529.4380952
B,-1389.185714,-529.6095238
B,-1389.628571,-529.7809524
A,-1390.071429,-529.952381
B,-1390.514286,-530.1238095
A,-1390.957143,-530.2952381
A,-1391.4,-530.4666667
B,-1391.842857,-530.6380952
B,-1392.285714,-530.8095238
A,-1392.728571,-530.9809524
B,-1393.171429,-531.152381
A,-1393.614286,-531.3238095
A,-1394.057143,-531.4952381
A,-1394.5,-531.6666667
B,-1394.942857,-531.8380952
B,-1395.385714,-532.0095238
A,-1395.828571,-532.1809524
B,-1396.271429,-532.352381
A,-1396.714286,-532.5238095
A,-1397.157143,-532.6952381
B,-1397.6,-532.8666667
B,-1398.042857,-533.0380952
A,-1398.485714,-533.2095238
B,-1398.928571,-533.3809524
A,-1399.371429,-533.552381
A,-1399.814286,-533.7238095
B,-1400.257143,-533.8952381
B,-1400.7,-534.0666667
A,-1401.142857,-534.2380952
B,-1401.585714,-534.4095238
A,-1402.028571,-534.5809524
A,-1402.471429,-534.752381
B,-1402.914286,-534.9238095
B,-1403.357143,-535.0952381
A,-1403.8,-535.2666667
B,-1404.242857,-535.4380952
A,-1404.685714,-535.6095238
A,-1405.128571,-535.7809524
A,-1405.571429,-535.952381
B,-1406.014286,-536.1238095
B,-1406.457143,-536.2952381
A,-1406.9,-536.4666667
B,-1407.342857,-536.6380952
A,-1407.785714,-536.8095238
A,-1408.228571,-536.9809524
B,-1408.671429,-537.152381
B,-1409.114286,-537.3238095
A,-1409.557143,-537.4952381
B,-1410,-537.6666667
A,-1410.442857,-537.8380952
A,-1410.885714,-538.0095238
B,-1411.328571,-538.1809524
B,-1411.771429,-538.352381
A,-1412.214286,-538.5238095
B,-1412.657143,-538.6952381
A,-1413.1,-538.8666667
A,-1413.542857,-539.0380952
B,-1413.985714,-539.2095238
B,-1414.428571,-539.3809524
A,-1414.871429,-539.552381
B,-1415.314286,-539.7238095
A,-1415.757143,-539.8952381
A,-1416.2,-540.0666667
A,-1416.642857,-540.2380952
B,-1417.085714,-540.4095238
B,-1417.528571,-540.5809524
A,-1417.971429,-540.752381
B,-1418.414286,-540.9238095
A,-1418.857143,-541.0952381
A,-1419.3,-541.2666667
B,-1419.742857,-541.4380952
B,-1420.185714,-541.6095238
A,-1420.628571,-541.7809524
B,-1421.071429,-541.952381
A,-1421.514286,-542.1238095
A,-1421.957143,-542.2952381
B,-1422.4,-542.4666667
B,-1422.842857,-542.6380952
A,-1423.285714,-542.8095238
B,-1423.728571,-542.9809524
A,-1424.171429,-543.152381
A,-1424.614286,-543.3238095
B,-1425.057143,-543.4952381
B,-1425.5,-543.6666667
A,-1425.942857,-543.8380952
B,-1426.385714,-544.0095238
A,-1426.828571,-544.1809524
A,-1427.271429,-544.352381
A,-1427.714286,-544.5238095
B,-1428.157143,-544.6952381
B,-1428.6,-544.8666667
A,-1429.042857,-545.0380952
B,-1429.485714,-545.2095238
A,-1429.928571,-545.3809524
A,-1430.371429,-545.552381
B,-1430.814286,-545.7238095
B,-1431.257143,-545.8952381
A,-1431.7,-546.0666667
B,-1432.142857,-546.2380952
A,-1432.585714,-546.4095238
A,-1433.028571,-546.5809524
B,-1433.471429,-546.752381
B,-1433.914286,-546.9238095
A,-1434.357143,-547.0952381
B,-1434.8,-547.2666667
A,-1435.242857,-547.4380952
A,-1435.685714,-547.6095238
B,-1436.128571,-547.7809524
B,-1436.571429,-547.952381
A,-1437.014286,-548.1238095
B,-1437.457143,-548.2952381
A,-1437.9,-548.4666667
A,-1438.342857,-548.6380952
A,-1438.785714,-548.8095238
B,-1439.228571,-548.9809524
B,-1439.671429,-549.152381
A,-1440.114286,-549.3238095
B,-1440.557143,-549.4952381
A,-1441,-549.6666667
A,-1441.442857,-549.8380952
B,-1441.885714,-550.0095238
B,-1442.328571,-550.1809524
A,-1442.771429,-550.352381
B,-1443.214286,-550.5238095
A,-1443.657143,-550.6952381
A,-1444.1,-550.8666667
B,-1444.542857,-551.0380952
B,-1444.985714,-551.2095238
A,-1445.428571,-551.3809524
B,-1445.871429,-551.552381
A,-1446.314286,-551.7238095
A,-1446.757143,-551.8952381
B,-1447.2,-552.0666667
B,-1447.642857,-552.2380952
A,-1448.085714,-552.4095238
B,-1448.528571,-552.5809524
A,-1448.971429,-552.752381
A,-1449.414286,-552.9238095
A,-1449.857143,-553.0952381
B,-1450.3,-553.2666667
B,-1450.742857,-553.4380952
A,-1451.185714,-553.6095238
B,-1451.628571,-553.7809524
A,-1452.071429,-553.952381
A,-1452.514286,-554.1238095
B,-1452.957143,-554.2952381
B,-1453.4,-554.4666667
A,-1453.842857,-554.6380952
B,-1454.285714,-554.8095238
A,-1454.728571,-554.9809524
A,-1455.171429,-555.152381
B,-1455.614286,-555.3238095
B,-1456.057143,-555.4952381
A,-1456.5,-555.6666667
B,-1456.942857,-555.8380952
A,-1457.385714,-556.0095238
A,-1457.828571,-556.1809524
B,-1458.271429,-556.352381
B,-1458.714286,-556.5238095
A,-1459.157143,-556.6952381
B,-1459.6,-556.8666667
A,-1460.042857,-557.0380952
A,-1460.485714,-557.2095238
A,-1460.928571,-557.3809524
B,-1461.371429,-557.552381
B,-1461.814286,-557.7238095
A,-1462.257143,-557.8952381
B,-1462.7,-558.0666667
A,-1463.142857,-558.2380952
A,-1463.585714,-558.4095238
B,-1464.028571,-558.5809524
B,-1464.471429,-558.752381
A,-1464.914286,-558.9238095
B,-1465.357143,-559.0952381
A,-1465.8,-559.2666667
A,-1466.242857,-559.4380952
B,-1466.685714,-559.6095238
B,-1467.128571,-559.7809524
A,-1467.571429,-559.952381
B,-1468.014286,-560.1238095
A,-1468.457143,-560.2952381
A,-1468.9,-560.4666667
B,-1469.342857,-560.6380952
B,-1469.785714,-560.8095238
A,-1470.228571,-560.9809524
B,-1470.671429,-561.152381
A,-1471.114286,-561.3238095
A,-1471.557143,-561.4952381
A,-1472,-561.6666667
B,-1472.442857,-561.8380952
B,-1472.885714,-562.0095238
A,-1473.328571,-562.1809524
B,-1473.771429,-562.352381
A,-1474.214286,-562.5238095
A,-1474.657143,-562.6952381
B,-1475.1,-562.8666667
B,-1475.542857,-563.0380952
A,-1475.985714,-563.2095238
B,-1476.428571,-563.3809524
A,-1476.871429,-563.552381
A,-1477.314286,-563.7238095
B,-1477.757143,-563.8952381
B,-1478.2,-564.0666667
A,-1478.642857,-564.2380952
B,-1479.085714,-564.4095238
A,-1479.528571,-564.5809524
A,-1479.971429,-564.752381
B,-1480.414286,-564.9238095
B,-1480.857143,-565.0952381
A,-1481.3,-565.2666667
B,-1481.742857,-565.4380952
A,-1482.185714,-565.6095238
A,-1482.628571,-565.7809524
A,-1483.071429,-565.952381
B,-1483.514286,-566.1238095
B,-1483.957143,-566.2952381
A,-1484.4,-566.4666667
B,-1484.842857,-566.6380952
A,-1485.285714,-566.8095238
A,-1485.728571,-566.9809524
B,-1486.171429,-567.152381
B,-1486.614286,-567.3238095
A,-1487.057143,-567.4952381
B,-1487.5,-567.6666667
A,-1487.942857,-567.8380952
A,-1488.385714,-568.0095238
B,-1488.828571,-568.1809524
B,-1489.271429,-568.352381
A,-1489.714286,-568.5238095
B,-1490.157143,-568.6952381
A,-1490.6,-568.8666667
A,-1491.042857,-569.0380952
B,-1491.485714,-569.2095238
B,-1491.928571,-569.3809524
A,-1492.371429,-569.552381
B,-1492.814286,-569.7238095
A,-1493.257143,-569.8952381
A,-1493.7,-570.0666667
A,-1494.142857,-570.2380952
B,-1494.585714,-570.4095238
B,-1495.028571,-570.5809524
A,-1495.471429,-570.752381
B,-1495.914286,-570.9238095
A,-1496.357143,-571.0952381
A,-1496.8,-571.2666667
B,-1497.242857,-571.4380952
B,-1497.685714,-571.6095238
A,-1498.128571,-571.7809524
B,-1498.571429,-571.952381
A,-1499.014286,-572.1238095
A,-1499.457143,-572.2952381
B,-1499.9,-572.4666667
B,-1500.342857,-572.6380952
A,-1500.785714,-572.8095238
B,-1501.228571,-572.9809524
A,-1501.671429,-573.152381
A,-1502.114286,-573.3238095
B,-1502.557143,-573.4952381
B,-1503,-573.6666667
A,-1503.442857,-573.8380952
B,-1503.885714,-574.0095238
A,-1504.328571,-574.1809524
A,-1504.771429,-574.352381
A,-1505.214286,-574.5238095
B,-1505.657143,-574.6952381
B,-1506.1,-574.8666667
A,-1506.542857,-575.0380952
B,-1506.985714,-575.2095238
A,-1507.428571,-575.3809524
A,-1507.871429,-575.552381
B,-1508.314286,-575.7238095
B,-1508.757143,-575.8952381
A,-1509.2,-576.0666667
B,-1509.642857,-576.2380952
A,-1510.085714,-576.4095238
A,-1510.528571,-576.5809524
B,-1510.971429,-576.752381
B,-1511.414286,-576.9238095
A,-1511.857143,-577.0952381
B,-1512.3,-577.2666667
A,-1512.742857,-577.4380952
A,-1513.185714,-577.6095238
B,-1513.628571,-577.7809524
B,-1514.071429,-577.952381
A,-1514.514286,-578.1238095
B,-1514.957143,-578.2952381
A,-1515.4,-578.4666667
A,-1515.842857,-578.6380952
A,-1516.285714,-578.8095238
B,-1516.728571,-578.9809524
B,-1517.171429,-579.152381
A,-1517.614286,-579.3238095
B,-1518.057143,-579.4952381
A,-1518.5,-579.6666667
A,-1518.942857,-579.8380952
B,-1519.385714,-580.0095238
B,-1519.828571,-580.1809524
A,-1520.271429,-580.352381
B,-1520.714286,-580.5238095
A,-1521.157143,-580.6952381
A,-1521.6,-580.8666667
B,-1522.042857,-581.0380952
B,-1522.485714,-581.2095238
A,-1522.928571,-581.3809524
B,-1523.371429,-581.552381
A,-1523.814286,-581.7238095
A,-1524.257143,-581.8952381
B,-1524.7,-582.0666667
B,-1525.142857,-582.2380952
A,-1525.585714,-582.4095238
B,-1526.028571,-582.5809524
A,-1526.471429,-582.752381
A,-1526.914286,-582.9238095
A,-1527.357143,-583.0952381
B,-1527.8,-583.2666667
B,-1528.242857,-583.4380952
A,-1528.685714,-583.6095238
B,-1529.128571,-583.7809524
A,-1529.571429,-583.952381
A,-1530.014286,-584.1238095
B,-1530.457143,-584.2952381
B,-1530.9,-584.4666667
A,-1531.342857,-584.6380952
B,-1531.785714,-584.8095238
A,-1532.228571,-584.9809524
A,-1532.671429,-585.152381
B,-1533.114286,-585.3238095
B,-1533.557143,-585.4952381
A,-1534,-585.6666667
B,-1534.442857,-585.8380952
A,-1534.885714,-586.0095238
A,-1535.328571,-586.1809524
B,-1535.771429,-586.352381
B,-1536.214286,-586.5238095
A,-1536.657143,-586.6952381
B,-1537.1,-586.8666667
A,-1537.542857,-587.0380952
A,-1537.985714,-587.2095238
A,-1538.428571,-587.3809524
B,-1538.871429,-587.552381
B,-1539.314286,-587.7238095
A,-1539.757143,-587.8952381
B,-1540.2,-588.0666667
A,-1540.642857,-588.2380952
A,-1541.085714,-588.4095238
B,-1541.528571,-588.5809524
B,-1541.971429,-588.752381
A,-1542.414286,-588.9238095
B,-1542.857143,-589.0952381
A,-1543.3,-589.2666667
A,-1543.742857,-589.4380952
B,-1544.185714,-589.6095238
B,-1544.628571,-589.7809524
A,-1545.071429,-589.952381
B,-1545.514286,-590.1238095
A,-1545.957143,-590.2952381
A,-1546.4,-590.4666667
B,-1546.842857,-590.6380952
B,-1547.285714,-590.8095238
A,-1547.728571,-590.9809524
B,-1548.171429,-591.152381
A,-1548.614286,-591.3238095
A,-1549.057143,-591.4952381
A,-1549.5,-591.6666667
B,-1549.942857,-591.8380952
B,-1550.385714,-592.0095238
A,-1550.828571,-592.1809524
B,-1551.271429,-592.352381
A,-1551.714286,-592.5238095
A,-1552.157143,-592.6952381
B,-1552.6,-592.8666667
B,-1553.042857,-593.0380952
A,-1553.485714,-593.2095238
B,-1553.928571,-593.3809524
A,-1554.371429,-593.552381
A,-1554.814286,-593.7238095
B,-1555.257143,-593.8952381
B,-1555.7,-594.0666667
A,-1556.142857,-594.2380952
B,-1556.585714,-594.4095238
A,-1557.028571,-594.5809524
A,-1557.471429,-594.752381
B,-1557.914286,-594.9238095
B,-1558.357143,-595.0952381
A,-1558.8,-595.2666667
B,-1559.242857,-595.4380952
A,-1559.685714,-595.6095238
A,-1560.128571,-595.7809524
A,-1560.571429,-595.952381
B,-1561.014286,-596.1238095
B,-1561.457143,-596.2952381
A,-1561.9,-596.4666667
B,-1562.342857,-596.6380952
A,-1562.785714,-596.8095238
A,-1563.228571,-596.9809524
B,-1563.671429,-597.152381
B,-1564.114286,-597.3238095
A,-1564.557143,-597.4952381
B,-1565,-597.6666667
A,-1565.442857,-597.8380952
A,-1565.885714,-598.0095238
B,-1566.328571,-598.1809524
B,-1566.771429,-598.352381
A,-1567.214286,-598.5238095
B,-1567.657143,-598.6952381
A,-1568.1,-598.8666667
A,-1568.542857,-599.0380952
B,-1568.985714,-599.2095238
B,-1569.428571,-599.3809524
A,-1569.871429,-599.552381
B,-1570.314286,-599.7238095
A,-1570.757143,-599.8952381
A,-1571.2,-600.0666667
A,-1571.642857,-600.2380952
B,-1572.085714,-600.4095238
B,-1572.528571,-600.5809524
A,-1572.971429,-600.752381
B,-1573.414286,-600.9238095
A,-1573.857143,-601.0952381
A,-1574.3,-601.2666667
B,-1574.742857,-601.4380952
B,-1575.185714,-601.6095238
A,-1575.628571,-601.7809524
B,-1576.071429,-601.952381
A,-1576.514286,-602.1238095
A,-1576.957143,-602.2952381
B,-1577.4,-602.4666667
B,-1577.842857,-602.6380952
A,-1578.285714,-602.8095238
B,-1578.728571,-602.9809524
A,-1579.171429,-603.152381
A,-1579.614286,-603.3238095
B,-1580.057143,-603.4952381
B,-1580.5,-603.6666667
A,-1580.942857,-603.8380952
B,-1581.385714,-604.0095238
A,-1581.828571,-604.1809524
A,-1582.271429,-604.352381
A,-1582.714286,-604.5238095
B,-1583.157143,-604.6952381
B,-1583.6,-604.8666667
A,-1584.042857,-605.0380952
B,-1584.485714,-605.2095238
A,-1584.928571,-605.3809524
A,-1585.371429,-605.552381
B,-1585.814286,-605.7238095
B,-1586.257143,-605.8952381
A,-1586.7,-606.0666667
B,-1587.142857,-606.2380952
A,-1587.585714,-606.4095238
A,-1588.028571,-606.5809524
B,-1588.471429,-606.752381
B,-1588.914286,-606.9238095
A,-1589.357143,-607.0952381
B,-1589.8,-607.2666667
A,-1590.242857,-607.4380952
A,-1590.685714,-607.6095238
B,-1591.128571,-607.7809524
B,-1591.571429,-607.952381
A,-1592.014286,-608.1238095
B,-1592.457143,-608.2952381
A,-1592.9,-608.4666667
A,-1593.342857,-608.6380952
A,-1593.785714,-608.8095238
B,-1594.228571,-608.9809524
B,-1594.671429,-609.152381
A,-1595.114286,-609.3238095
B,-1595.557143,-609.4952381
A,-1596,-609.6666667
A,-1596.442857,-609.8380952
B,-1596.885714,-610.0095238
B,-1597.328571,-610.1809524
A,-1597.771429,-610.352381
B,-1598.214286,-610.5238095
A,-1598.657143,-610.6952381
A,-1599.1,-610.8666667
B,-1599.542857,-611.0380952
B,-1599.985714,-611.2095238
A,-1600.428571,-611.3809524
B,-1600.871429,-611.552381
A,-1601.314286,-611.7238095
A,-1601.757143,-611.8952381
B,-1602.2,-612.0666667
B,-1602.642857,-612.2380952
A,-1603.085714,-612.4095238
B,-1603.528571,-612.5809524
A,-1603.971429,-612.752381
A,-1604.414286,-612.9238095
A,-1604.857143,-613.0952381
B,-1605.3,-613.2666667
B,-1605.742857,-613.4380952
A,-1606.185714,-613.6095238
B,-1606.628571,-613.7809524
A,-1607.071429,-613.952381
A,-1607.514286,-614.1238095
B,-1607.957143,-614.2952381
B,-1608.4,-614.4666667
A,-1608.842857,-614.6380952
B,-1609.285714,-614.8095238
A,-1609.728571,-614.9809524
A,-1610.171429,-615.152381
B,-1610.614286,-615.3238095
B,-1611.057143,-615.4952381
A,-1611.5,-615.6666667
B,-1611.942857,-615.8380952
A,-1612.385714,-616.0095238
A,-1612.828571,-616.1809524
B,-1613.271429,-616.352381
B,-1613.714286,-616.5238095
A,-1614.157143,-616.6952381
B,-1614.6,-616.8666667
A,-1615.042857,-617.0380952
A,-1615.485714,-617.2095238
A,-1615.928571,-617.3809524
B,-1616.371429,-617.552381
B,-1616.814286,-617.7238095
A,-1617.257143,-617.8952381
B,-1617.7,-618.0666667
A,-1618.142857,-618.2380952
A,-1618.585714,-618.4095238
B,-1619.028571,-618.5809524
B,-1619.471429,-618.752381
A,-1619.914286,-618.9238095
B,-1620.357143,-619.0952381
A,-1620.8,-619.2666667
A,-1621.242857,-619.4380952
B,-1621.685714,-619.6095238
B,-1622.128571,-619.7809524
A,-1622.571429,-619.952381
B,-1623.014286,-620.1238095
A,-1623.457143,-620.2952381
A,-1623.9,-620.4666667
B,-1624.342857,-620.6380952
B,-1624.785714,-620.8095238
A,-1625.228571,-620.9809524
B,-1625.671429,-621.152381
A,-1626.114286,-621.3238095
A,-1626.557143,-621.4952381
A,-1627,-621.6666667
B,-1627.442857,-621.8380952
B,-1627.885714,-622.0095238
A,-1628.328571,-622.1809524
B,-1628.771429,-622.352381
A,-1629.214286,-622.5238095
A,-1629.657143,-622.6952381
B,-1630.1,-622.8666667
B,-1630.542857,-623.0380952
A,-1630.985714,-623.2095238
B,-1631.428571,-623.3809524
A,-1631.871429,-623.552381
A,-1632.314286,-623.7238095
B,-1632.757143,-623.8952381
B,-1633.2,-624.0666667
A,-1633.642857,-624.2380952
B,-1634.085714,-624.4095238
A,-1634.528571,-624.5809524
A,-1634.971429,-624.752381
B,-1635.414286,-624.9238095
B,-1635.857143,-625.0952381
A,-1636.3,-625.2666667
B,-1636.742857,-625.4380952
A,-1637.185714,-625.6095238
A,-1637.628571,-625.7809524
A,-1638.071429,-625.952381
B,-1638.514286,-626.1238095
B,-1638.957143,-626.2952381
A,-1639.4,-626.4666667
B,-1639.842857,-626.6380952
A,-1640.285714,-626.8095238
A,-1640.728571,-626.9809524
B,-1641.171429,-627.152381
B,-1641.614286,-627.3238095
A,-1642.057143,-627.4952381
B,-1642.5,-627.6666667
A,-1642.942857,-627.8380952
A,-1643.385714,-628.0095238
B,-1643.828571,-628.1809524
B,-1644.271429,-628.352381
A,-1644.714286,-628.5238095
B,-1645.157143,-628.6952381
A,-1645.6,-628.8666667
A,-1646.042857,-629.0380952
B,-1646.485714,-629.2095238
B,-1646.928571,-629.3809524
A,-1647.371429,-629.552381
B,-1647.814286,-629.7238095
A,-1648.257143,-629.8952381
A,-1648.7,-630.0666667
A,-1649.142857,-630.2380952
B,-1649.585714,-630.4095238
B,-1650.028571,-630.5809524
A,-1650.471429,-630.752381
B,-1650.914286,-630.9238095
A,-1651.357143,-631.0952381
A,-1651.8,-631.2666667
B,-1652.242857,-631.4380952
B,-1652.685714,-631.6095238
A,-1653.128571,-631.7809524
B,-1653.571429,-631.952381
A,-1654.014286,-632.1238095
A,-1654.457143,-632.2952381
B,-1654.9,-632.4666667
B,-1655.342857,-632.6380952
A,-1655.785714,-632.8095238
B,-1656.228571,-632.9809524
A,-1656.671429,-633.152381
A,-1657.114286,-633.3238095
B,-1657.557143,-633.4952381
B,-1658,-633.6666667
A,-1658.442857,-633.8380952
B,-1658.885714,-634.0095238
A,-1659.328571,-634.1809524
A,-1659.771429,-634.352381
A,-1660.214286,-634.5238095
B,-1660.657143,-634.6952381
B,-1661.1,-634.8666667
A,-1661.542857,-635.0380952
B,-1661.985714,-635.2095238
A,-1662.428571,-635.3809524
A,-1662.871429,-635.552381
B,-1663.314286,-635.7238095
B,-1663.757143,-635.8952381
A,-1664.2,-636.0666667
B,-1664.642857,-636.2380952
A,-1665.085714,-636.4095238
A,-1665.528571,-636.5809524
B,-1665.971429,-636.752381
B,-1666.414286,-636.9238095
A,-1666.857143,-637.0952381
B,-1667.3,-637.2666667
A,-1667.742857,-637.4380952
A,-1668.185714,-637.6095238
B,-1668.628571,-637.7809524
B,-1669.071429,-637.952381
A,-1669.514286,-638.1238095
B,-1669.957143,-638.2952381
A,-1670.4,-638.4666667
A,-1670.842857,-638.6380952
A,-1671.285714,-638.8095238
B,-1671.728571,-638.9809524
B,-1672.171429,-639.152381
A,-1672.614286,-639.3238095
B,-1673.057143,-639.4952381
A,-1673.5,-639.6666667
A,-1673.942857,-639.8380952
B,-1674.385714,-640.0095238
B,-1674.828571,-640.1809524
A,-1675.271429,-640.352381
B,-1675.714286,-640.5238095
A,-1676.157143,-640.6952381
A,-1676.6,-640.8666667
B,-1677.042857,-641.0380952
B,-1677.485714,-641.2095238
A,-1677.928571,-641.3809524
B,-1678.371429,-641.552381
A,-1678.814286,-641.7238095
A,-1679.257143,-641.8952381
B,-1679.7,-642.0666667
B,-1680.142857,-642.2380952
A,-1680.585714,-642.4095238
B,-1681.028571,-642.5809524
A,-1681.471429,-642.752381
A,-1681.914286,-642.9238095
A,-1682.357143,-643.0952381
B,-1682.8,-643.2666667
B,-1683.242857,-643.4380952
A,-1683.685714,-643.6095238
B,-1684.128571,-643.7809524
A,-1684.571429,-643.952381
A,-1685.014286,-644.1238095
B,-1685.457143,-644.2952381
B,-1685.9,-644.4666667
A,-1686.342857,-644.6380952
B,-1686.785714,-644.8095238
A,-1687.228571,-644.9809524
A,-1687.671429,-645.152381
B,-1688.114286,-645.3238095
B,-1688.557143,-645.4952381
A,-1689,-645.6666667
B,-1689.442857,-645.8380952
A,-1689.885714,-646.0095238
A,-1690.328571,-646.1809524
B,-1690.771429,-646.352381
B,-1691.214286,-646.5238095
A,-1691.657143,-646.6952381
B,-1692.1,-646.8666667
A,-1692.542857,-647.0380952
A,-1692.985714,-647.2095238
